,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,77.07462686567165,76.44776119402985,77.67164179104478,76.81592039800995,74.3681592039801,78.07960199004975,77.56218905472637,77.56218905472637,76.94527363184079,72.50746268656715,77.77114427860697,74.04975124378109,76.27860696517413,76.6766169154229,72.87562189054727,77.17412935323384,75.29353233830845,75.82089552238806,74.70646766169155,74.29850746268657,75.33333333333333,74.21890547263682,75.12437810945273,77.34328358208955,77.29353233830845,77.48258706467662,78.17910447761194,77.40298507462686,75.6318407960199,77.88059701492537,73.44278606965175,75.22388059701493,77.82089552238806,76.5870646766169,74.82587064676616,72.76616915422885,75.16417910447761,77.0547263681592,75.80099502487562,73.5223880597015,76.96517412935323,75.58208955223881,76.35820895522389,78.27860696517412,76.1592039800995,76.38805970149254,75.79104477611939,75.59203980099502,75.90049751243781,71.93034825870647,76.62686567164178,74.55721393034825,76.38805970149254,77.18407960199005,77.44278606965173,76.1094527363184,76.83582089552239,74.8955223880597,74.69651741293532,76.76616915422886,76.0,77.71144278606965,73.8905472636816,78.13930348258707,77.28358208955224,77.46268656716417,76.98507462686567,77.5223880597015,77.82089552238806,73.45273631840796,77.35323383084577,77.22388059701493,76.56716417910448,76.2587064676617,76.11940298507463,73.5223880597015,78.17910447761194,77.64179104477613,76.24875621890548,75.71144278606965,77.78109452736318,76.2189054726368,77.34328358208955,73.20398009950249,75.73134328358209,76.77611940298507,76.16915422885572,75.96019900497512,75.43283582089553,76.57711442786069,73.28358208955224,77.61194029850746,75.6318407960199,73.44278606965175,76.40796019900498,73.53233830845771,77.04477611940298,76.4179104477612,73.94029850746269,73.92039800995025
