,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,78.71641791044776,78.86567164179105,78.90547263681592,78.95522388059702,78.84577114427861,78.8955223880597,78.92537313432835,78.96517412935323,78.93532338308458,78.97512437810946,78.94527363184079,78.9950248756219,78.9950248756219,78.96517412935323,79.01492537313433,78.95522388059702,78.97512437810946,79.01492537313433,78.98507462686567,79.02487562189054,79.07462686567163,79.04477611940298,79.08457711442786,79.0547263681592,79.06467661691542,79.01492537313433,79.0547263681592,79.04477611940298,79.03482587064676,79.04477611940298,79.03482587064676,79.03482587064676,79.02487562189054,79.07462686567163,79.06467661691542,79.06467661691542,79.08457711442786,79.08457711442786,79.08457711442786,79.0547263681592,79.06467661691542,79.08457711442786,79.0547263681592,79.03482587064676,79.07462686567163,79.07462686567163,79.11442786069651,79.09452736318407,79.06467661691542,79.08457711442786,79.1044776119403,79.09452736318407,79.09452736318407,79.1044776119403,79.04477611940298,79.03482587064676,79.03482587064676,79.03482587064676,79.0547263681592,79.06467661691542,79.07462686567163,79.0547263681592,79.02487562189054,79.03482587064676,79.04477611940298,79.04477611940298,79.0547263681592,79.0547263681592,79.06467661691542,79.06467661691542,79.03482587064676,79.03482587064676,79.0547263681592,79.04477611940298,79.04477611940298,79.04477611940298,79.02487562189054,79.03482587064676,79.0547263681592,79.06467661691542,79.03482587064676,79.08457711442786,79.08457711442786,79.08457711442786,79.09452736318407,79.07462686567163,79.06467661691542,79.06467661691542,79.07462686567163,79.07462686567163,79.06467661691542,79.07462686567163,79.07462686567163,79.07462686567163,79.06467661691542,79.0547263681592,79.06467661691542,79.0547263681592,79.07462686567163,79.08457711442786
