,2,5,10,20,25,30,35,40,45,50
0,75.91919191919192,78.64646464646464,78.30303030303031,77.55555555555556,76.86868686868686,75.31313131313131,75.15151515151514,74.34343434343434,73.8989898989899,73.45454545454545
