,2,5,10,20,25,30,35,40,45,50
0,75.5223880597015,78.43781094527364,79.50248756218905,83.66169154228855,86.49751243781094,89.32338308457712,91.39303482587064,92.98507462686567,94.0497512437811,95.2139303482587
